,clonesize,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,honeybeeBC,AverageOfUpperTRangeSC,AverageOfLowerTRangeSC,RainingDaysSC,AverageRainingDaysSC,fruitsetSC,fruitmassSC,seedsSC
132,12.5,0.25,0.38,0.25,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,0.7381379341402016,0.649266827279203,0.5497916102372188
133,12.5,0.25,0.38,0.25,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,-0.07544534556596964,-0.09250194260706736,-0.2351612907908128
134,12.5,0.25,0.38,0.25,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,0.3724609159789033,0.3435427412198806,0.2355358047789269
135,12.5,0.25,0.38,0.25,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,0.4575222087699391,0.3941371163350113,-0.5162813201137693,-0.4811921182052851,-0.6387206112168994
136,12.5,0.25,0.38,0.25,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,1.2869742362409955,1.4026737246670344,-1.4312826459581098,-1.202397611460503,-1.3427839479211245
137,12.5,0.25,0.38,0.25,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,0.4575222087699391,0.3941371163350113,-1.589867852565739,-1.3902576889657088,-1.5028692105882864
138,12.5,0.25,0.38,0.25,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,1.2869742362409955,1.4026737246670344,-2.3360678457379596,-1.9624912466275652,-2.0797332537806295
139,12.5,0.25,0.38,0.25,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,0.5075160005847554,0.5202006250221585,0.4368807898999231
140,12.5,0.25,0.38,0.25,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,0.9647875577052518,0.9690309048454636,0.9167581272487623
141,12.5,0.25,0.38,0.25,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,-0.006055468249274268,-0.4958202096631373,-0.2703083039599893
142,12.5,0.25,0.38,0.25,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-1.4502174544134907,-1.3263076861137337,0.35028294406417226,-0.10402585389309549,0.12563503738459542
143,12.5,0.25,0.38,0.25,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,0.4575222087699391,0.3941371163350113,0.077123570544514,0.10186501279128113,-0.013982913729068997
144,12.5,0.25,0.38,0.25,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,1.2869742362409955,1.4026737246670344,-0.23786890463920266,-0.17395339391609926,-0.29927267603797086
145,12.5,0.25,0.38,0.25,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,0.4575222087699391,0.3941371163350113,-0.22424225186583344,-0.7387682966885029,-0.5619941463423295
146,12.5,0.25,0.38,0.25,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,1.2869742362409955,1.4026737246670344,-1.2906207633266802,-1.6868349527676054,-1.547173731249055
147,12.5,0.25,0.38,0.38,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-0.20603941320690605,-0.37709676062477093,0.6382326317747038,0.6040739194786684,0.5244062800658463
148,12.5,0.25,0.38,0.38,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,1.1823993939648278,1.2027506298556618,1.164970277703122
149,12.5,0.25,0.38,0.38,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,0.2519866184787612,0.25343339268591697,0.14866641872353475
150,12.5,0.25,0.38,0.38,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,0.672582472119032,0.6794178574369653,0.6048350506685042
151,12.5,0.25,0.38,0.38,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,0.4575222087699391,0.3941371163350113,-0.07884447590839735,-0.07286248713391286,-0.20597552465904606
152,12.5,0.25,0.38,0.38,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,1.2869742362409955,1.4026737246670344,-0.9388373889586242,-0.8005689276430523,-0.9271651610259231
153,12.5,0.25,0.38,0.38,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,0.4575222087699391,0.3941371163350113,-1.400523330632239,-1.2696680422294966,-1.3896274313031067
154,12.5,0.25,0.38,0.38,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,1.2869742362409955,1.4026737246670344,-2.0008135818195503,-1.751755570223179,-1.8953686184404677
155,12.5,0.25,0.38,0.38,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,0.8926220424423366,0.8292000698796199,0.7498459278022258
156,12.5,0.25,0.38,0.38,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,1.3349829740250914,1.3559687725002019,1.3398807168301654
157,12.5,0.25,0.38,0.38,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,0.19506202250460805,-0.34510631208722936,-0.11297823293801676
158,12.5,0.25,0.38,0.38,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-1.4502174544134907,-1.3263076861137337,0.35293790908667977,-0.14613025722018727,0.11293209991189196
159,12.5,0.25,0.38,0.38,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,0.4575222087699391,0.3941371163350113,0.4036034358006181,0.4016528947570069,0.30524847911884034
160,12.5,0.25,0.38,0.38,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,1.2869742362409955,1.4026737246670344,0.14862401207417447,0.15759507279094823,0.0256491851724165
161,12.5,0.25,0.38,0.38,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,0.4575222087699391,0.3941371163350113,-0.32941892947139834,-0.9557375451847678,-0.6968093514176789
162,12.5,0.25,0.38,0.38,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,1.2869742362409955,1.4026737246670344,-0.9466651794436364,-1.3461782260211486,-1.2277359116492872
163,12.5,0.25,0.38,0.5,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-0.20603941320690605,-0.37709676062477093,1.028183495330446,1.0170474239429736,0.967041153039402
164,12.5,0.25,0.38,0.5,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,1.3338999844189794,1.372109647230276,1.3532497896645697
165,12.5,0.25,0.38,0.5,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,0.48293020811617987,0.4448936817120378,0.3547166634832456
166,12.5,0.25,0.38,0.5,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,0.7903068036288712,0.7435602809725971,0.6587881857291441
167,12.5,0.25,0.38,0.5,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,0.4575222087699391,0.3941371163350113,0.20693170643486353,0.19557710708406548,0.0769083481563119
168,12.5,0.25,0.38,0.5,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,1.2869742362409955,1.4026737246670344,-0.7821095624228294,-0.6561613373995088,-0.7888710022993369
169,12.5,0.25,0.38,0.5,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,0.4575222087699391,0.3941371163350113,-0.9267175072441363,-0.8613236237493176,-0.9873279781514683
170,12.5,0.25,0.38,0.5,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,1.2869742362409955,1.4026737246670344,-1.661042151782214,-1.4458508217400199,-1.5876885537286274
171,12.5,0.25,0.38,0.5,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,0.9630291157712911,0.9839899886746233,0.9458652228109502
172,12.5,0.25,0.38,0.5,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,1.4010442017004472,1.459491241362863,1.4587928850959722
173,12.5,0.25,0.38,0.5,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,0.27601092228398566,-0.2639267557666107,-0.024747015315926397
174,12.5,0.25,0.38,0.5,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-1.4502174544134907,-1.3263076861137337,0.3922903525504538,-0.1455586167525743,0.18100511560941054
175,12.5,0.25,0.38,0.5,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,0.4575222087699391,0.3941371163350113,0.6120593830441212,0.5760404149104889,0.4875265153497807
176,12.5,0.25,0.38,0.5,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,1.2869742362409955,1.4026737246670344,0.45546338474726045,0.40837735134367276,0.2994531335431006
177,12.5,0.25,0.38,0.5,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,0.4575222087699391,0.3941371163350113,0.08003857627644914,-0.44222888969819646,-0.15146807616231486
178,12.5,0.25,0.38,0.5,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,1.2869742362409955,1.4026737246670344,-0.8190779690540471,-1.3066265840491784,-1.1040348530108455
179,12.5,0.25,0.38,0.63,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-0.20603941320690605,-0.37709676062477093,1.2447876303178493,1.3449493051880639,1.3476653390879025
180,12.5,0.25,0.38,0.63,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,1.5491361268968795,1.650385036775672,1.6702047467975667
181,12.5,0.25,0.38,0.63,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,0.9525593770301519,0.9203591154294799,0.8592517566396938
182,12.5,0.25,0.38,0.63,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,1.2397249518753797,1.3387489394505885,1.3411333813769095
183,12.5,0.25,0.38,0.63,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,0.4575222087699391,0.3941371163350113,0.6274778097797632,0.6359043394562746,0.5499126242612585
184,12.5,0.25,0.38,0.63,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,1.2869742362409955,1.4026737246670344,-0.4840505075588993,-0.4025123655054251,-0.524761812083912
185,12.5,0.25,0.38,0.63,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,0.4575222087699391,0.3941371163350113,-0.5696031376319763,-0.496560468392999,-0.5848551338587982
186,12.5,0.25,0.38,0.63,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,1.2869742362409955,1.4026737246670344,-1.3929926625707556,-1.2496353879886275,-1.3937923440939004
187,12.5,0.25,0.38,0.63,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,1.180278652033295,1.1790481901192298,1.1385073090270665
188,12.5,0.25,0.38,0.63,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,1.5062784369828641,1.567635324126758,1.5828201306039147
189,12.5,0.25,0.38,0.63,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,0.5074869271281601,0.012244563163645493,0.283564104314821
190,12.5,0.25,0.38,0.63,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-1.4502174544134907,-1.3263076861137337,0.43552832756209214,-0.0688192542505962,0.2553297468953602
191,12.5,0.25,0.38,0.63,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,0.4575222087699391,0.3941371163350113,0.8301660573021585,0.8224210618625891,0.751015021899012
192,12.5,0.25,0.38,0.63,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,1.2869742362409955,1.4026737246670344,0.6288908922608727,0.6024932604324578,0.5046217350133116
193,12.5,0.25,0.38,0.63,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,0.4575222087699391,0.3941371163350113,0.030012545081993743,-0.5586282916264456,-0.29943271789859643
194,12.5,0.25,0.38,0.63,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,1.2869742362409955,1.4026737246670344,-0.5392429495748149,-1.0585986302065868,-0.8925254663279153
195,12.5,0.25,0.38,0.75,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-0.20603941320690605,-0.37709676062477093,1.3607070237899517,1.4268124787150616,1.4178520647977486
196,12.5,0.25,0.38,0.75,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,1.6681622287868518,1.8035216919147998,1.8362176807470194
197,12.5,0.25,0.38,0.75,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,1.1647833433472556,1.192111167598432,1.1727676946288184
198,12.5,0.25,0.38,0.75,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,1.2766780249700684,1.3103212694466289,1.292720084350169
199,12.5,0.25,0.38,0.75,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,0.4575222087699391,0.3941371163350113,0.6726743795960534,0.7320710652323187,0.6753658434707904
200,12.5,0.25,0.38,0.75,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,1.2869742362409955,1.4026737246670344,-0.2109254302724697,-0.178352595783475,-0.30506142654833834
201,12.5,0.25,0.38,0.75,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,0.4575222087699391,0.3941371163350113,-0.580245870805312,-0.5603861905690126,-0.6641092039562617
202,12.5,0.25,0.38,0.75,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,1.2869742362409955,1.4026737246670344,-1.1918424692001042,-1.0686854457174062,-1.2036355726961019
203,12.5,0.25,0.38,0.75,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,1.346250766427626,1.362833317578063,1.3449164917268068
204,12.5,0.25,0.38,0.75,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,1.4971646515815,1.6383889734544212,1.6765775717300715
205,12.5,0.25,0.38,0.75,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,0.3993880792124569,-0.13749940057496024,0.13624278890061814
206,12.5,0.25,0.38,0.75,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-1.4502174544134907,-1.3263076861137337,0.5165605641081176,0.03842054972604711,0.34041356783099336
207,12.5,0.25,0.38,0.75,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,0.4575222087699391,0.3941371163350113,1.0805660165586486,1.1032800416365884,1.0692497207228415
208,12.5,0.25,0.38,0.75,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,1.2869742362409955,1.4026737246670344,0.9191698713914477,0.9554232490998635,0.9062709629463318
209,12.5,0.25,0.38,0.75,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,0.4575222087699391,0.3941371163350113,0.36325058956022244,-0.12895914946637344,0.14420848006470663
210,12.5,0.25,0.38,0.75,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,1.2869742362409955,1.4026737246670344,-0.4974996930605952,-0.9629213519863146,-0.7549805793684676
211,12.5,0.25,0.5,0.5,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-0.20603941320690605,-0.37709676062477093,1.0628115891437482,1.0583801910172796,1.0135881044381554
212,12.5,0.25,0.5,0.5,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,1.3960912283507583,1.473611152805379,1.4776091129907185
213,12.5,0.25,0.5,0.5,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,0.8605313610020745,0.8530338719684806,0.7995661786999563
214,12.5,0.25,0.5,0.5,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,1.029599872178356,1.0462881924219378,1.0127547558357848
215,12.5,0.25,0.5,0.5,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,0.4575222087699391,0.3941371163350113,0.3991570316092141,0.3806270805190683,0.2883340872258143
216,12.5,0.25,0.5,0.5,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,1.2869742362409955,1.4026737246670344,-0.7363856796508041,-0.6113626472870821,-0.7319214095346985
217,12.5,0.25,0.5,0.5,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,0.4575222087699391,0.3941371163350113,-0.9168263584118885,-0.832063939927642,-0.9505486561604662
218,12.5,0.25,0.5,0.5,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,1.2869742362409955,1.4026737246670344,-1.6210598012811868,-1.437200579481129,-1.5810282466411762
219,12.5,0.25,0.5,0.5,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,0.9351581432330521,0.8426749785861011,0.7551808244810762
220,12.5,0.25,0.5,0.5,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,1.3696185136430294,1.3934799088139649,1.38721468016723
221,12.5,0.25,0.5,0.5,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,0.39896670827197983,-0.04056639440974463,0.15961675434655045
222,12.5,0.25,0.5,0.5,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-1.4502174544134907,-1.3263076861137337,0.2800979726595083,-0.24711613682322361,-0.0046615688986433425
223,12.5,0.25,0.5,0.5,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,0.4575222087699391,0.3941371163350113,0.6710474444993879,0.6307441085586842,0.5454019491930306
224,12.5,0.25,0.5,0.5,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,1.2869742362409955,1.4026737246670344,0.4696604718629315,0.4031271158112124,0.28508852895939
225,12.5,0.25,0.5,0.5,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,0.4575222087699391,0.3941371163350113,0.19446483147586013,-0.3353872484604204,-0.15230418818147523
226,12.5,0.25,0.5,0.5,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,1.2869742362409955,1.4026737246670344,-0.8925225690980747,-1.4198727931220012,-1.1973037360346077
227,12.5,0.25,0.5,0.63,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-0.20603941320690605,-0.37709676062477093,1.218506136193597,1.2712905570580117,1.2575105663584922
228,12.5,0.25,0.5,0.63,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,1.5183806683906769,1.6041312499610656,1.618480553335718
229,12.5,0.25,0.5,0.63,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,0.9790453227720189,0.9463158250977006,0.8845773285258468
230,12.5,0.25,0.5,0.63,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,1.2004552023749757,1.2218412268761827,1.1950878602597497
231,12.5,0.25,0.5,0.63,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,0.4575222087699391,0.3941371163350113,0.5898365354255445,0.6203057916378426,0.5511380091098076
232,12.5,0.25,0.5,0.63,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,1.2869742362409955,1.4026737246670344,-0.3362340503505672,-0.28918945001519425,-0.40975309301167606
233,12.5,0.25,0.5,0.63,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,0.4575222087699391,0.3941371163350113,-0.5754974026401782,-0.5227909018811097,-0.6180423395576501
234,12.5,0.25,0.5,0.63,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,1.2869742362409955,1.4026737246670344,-1.360937442444664,-1.2288985813764999,-1.3731756657636547
235,12.5,0.25,0.5,0.63,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,1.114658936467794,1.057780020778613,1.009550058038371
236,12.5,0.25,0.5,0.63,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,1.3608526722993635,1.3961869190411533,1.3942637778123792
237,12.5,0.25,0.5,0.63,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,0.3757051039478591,-0.16078115681918356,0.09441931495370452
238,12.5,0.25,0.5,0.63,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-1.4502174544134907,-1.3263076861137337,0.2856241256571653,-0.2814895992229562,0.006172541658222008
239,12.5,0.25,0.5,0.63,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,0.4575222087699391,0.3941371163350113,0.9427572028849708,0.9275328375317345,0.8578427444334737
240,12.5,0.25,0.5,0.63,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,1.2869742362409955,1.4026737246670344,0.7395625602968445,0.7131638477566855,0.6208468783260802
241,12.5,0.25,0.5,0.63,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,0.4575222087699391,0.3941371163350113,0.432555188308701,-0.04071693336652714,0.1516113167610572
242,12.5,0.25,0.5,0.63,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,1.2869742362409955,1.4026737246670344,-0.5425339416574517,-1.021391654693734,-0.8284979674186729
243,12.5,0.25,0.5,0.75,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-0.20603941320690605,-0.37709676062477093,1.377470489601377,1.4090811998796142,1.4004856324147625
244,12.5,0.25,0.5,0.75,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,-1.4502174544134907,-1.3263076861137337,1.5123932906493058,1.6456233605094088,1.6683375258464619
245,12.5,0.25,0.5,0.75,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-0.20603941320690605,-0.37709676062477093,1.1916194293913542,1.2210368806661094,1.2069113150201292
246,12.5,0.25,0.5,0.75,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,-1.4502174544134907,-1.3263076861137337,1.4249718707462098,1.5730082742513762,1.6019875415099016
247,12.5,0.25,0.5,0.75,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,0.4575222087699391,0.3941371163350113,0.8287800796926061,0.7746416115769222,0.6944309283807593
248,12.5,0.25,0.5,0.75,86.0,52.0,62.0,30.0,0.17108348999637246,0.4300092331518638,0.41932681172330444,1.2869742362409955,1.4026737246670344,0.00044490668316000563,0.030773134144892963,-0.07701464216451884
249,12.5,0.25,0.5,0.75,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,0.4575222087699391,0.3941371163350113,-0.37643902505354915,-0.32303181975379075,-0.4171820929472572
250,12.5,0.25,0.5,0.75,94.6,57.2,68.2,33.0,0.17108348999637246,1.3489227002899185,1.3549808659013436,1.2869742362409955,1.4026737246670344,-0.9224638502939917,-0.8365837662940577,-0.9791986546140148
251,12.5,0.25,0.5,0.75,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-0.20603941320690605,-0.37709676062477093,1.3046519799501402,1.299423210418448,1.2672099446765488
252,12.5,0.25,0.5,0.75,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,-1.4502174544134907,-1.3263076861137337,1.3710999207558987,1.4183803899252994,1.4047033708352186
253,12.5,0.25,0.5,0.75,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-0.20603941320690605,-0.37709676062477093,0.6198792322303044,0.18421718972926268,0.4058125268612428
254,12.5,0.25,0.5,0.75,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,-1.4502174544134907,-1.3263076861137337,0.5383992162424639,0.029025006387649044,0.2622377680141267
255,12.5,0.25,0.5,0.75,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,0.4575222087699391,0.3941371163350113,0.9203480360579122,0.8880338136539951,0.8231477428179552
256,12.5,0.25,0.5,0.75,77.4,46.8,55.8,27.0,0.17108348999637246,-0.5018466771853194,-0.4979810845296749,1.2869742362409955,1.4026737246670344,0.9707081642561174,1.0059585394131727,0.9645876223368728
257,12.5,0.25,0.5,0.75,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,0.4575222087699391,0.3941371163350113,0.2120664324114117,-0.4154560509199511,-0.14195565769931148
258,12.5,0.25,0.5,0.75,69.7,42.1,50.2,24.3,0.17108348999637246,-1.3431054851286093,-1.3419043490824147,1.2869742362409955,1.4026737246670344,-0.35445532703786425,-0.8037204222978224,-0.5741579908735066
